customer_id,age,annual_income,employment_years,home_ownership,loan_amount,term_months,interest_rate,dti,credit_score,num_open_accounts,delinquencies_2y,inquiries_6m,purpose,state,default
906,72,95542,35,MORTGAGE,32313,36,10.37,0.326,699,7,0,0,car,WA,1
907,70,62475,24,RENT,23968,36,12.1,0.341,765,5,0,0,debt_consolidation,IN,0
908,74,65335,19,RENT,27370,60,11.52,0.42,754,10,0,0,small_business,VA,0
909,42,29782,12,MORTGAGE,10402,36,9.25,0.213,718,11,1,1,credit_card,MI,1
910,75,21341,38,MORTGAGE,9291,36,12.29,0.437,647,1,0,0,small_business,MD,1
911,49,55332,7,OWN,14444,60,8.92,0.224,718,4,0,0,debt_consolidation,TN,0
912,58,164537,24,MORTGAGE,25923,36,9.46,0.195,794,14,1,1,home_improvement,WI,0
913,68,46952,12,MORTGAGE,19796,36,14.37,0.307,688,12,1,0,other,NJ,0
914,66,31709,14,OTHER,12990,36,10.94,0.388,645,17,0,0,other,CA,0
915,22,13325,0,MORTGAGE,1457,36,5.95,0.145,743,4,2,0,credit_card,MI,0
916,70,66864,30,RENT,25968,36,7.78,0.448,697,4,2,0,debt_consolidation,IN,1
917,46,30199,18,MORTGAGE,16057,60,14.85,0.548,660,11,1,0,debt_consolidation,TN,1
918,52,35995,12,MORTGAGE,10584,60,8.49,0.176,664,0,0,2,debt_consolidation,VA,0
919,45,56685,16,RENT,19495,60,8.68,0.34,642,9,0,0,car,NJ,1
920,70,68669,21,MORTGAGE,5486,60,8.19,0.097,693,7,0,1,credit_card,CA,0
921,66,128346,28,MORTGAGE,20653,60,10.59,0.162,751,10,0,0,debt_consolidation,NY,0
922,49,92531,21,MORTGAGE,31144,60,11.87,0.32,736,11,0,0,credit_card,TX,1
923,42,70580,15,MORTGAGE,22274,36,8.7,0.352,709,2,0,0,car,MO,0
924,36,48863,14,RENT,3524,36,4.45,0.076,675,3,1,1,small_business,OH,0
925,39,26944,9,MORTGAGE,8818,36,9.32,0.264,728,10,0,0,home_improvement,NC,0
926,48,43238,8,OWN,6547,60,5.33,0.217,712,0,0,1,debt_consolidation,WI,1
927,41,79835,18,OTHER,3181,60,7.35,0.035,753,7,0,0,car,TX,0
928,27,15825,1,OWN,7770,36,9.11,0.512,694,7,1,1,other,GA,1
929,60,47169,36,OTHER,11331,36,8.15,0.311,642,9,0,1,credit_card,OH,0
930,74,106406,20,MORTGAGE,33466,36,8.02,0.218,785,10,0,0,credit_card,PA,0
931,52,78019,7,OWN,18956,36,8.09,0.266,742,8,1,0,small_business,GA,0
932,27,42797,2,RENT,7254,36,7.17,0.088,614,7,0,0,credit_card,GA,0
933,27,41335,5,MORTGAGE,15027,60,12.14,0.275,735,4,1,1,credit_card,TN,1
934,37,67608,14,RENT,8537,36,3.45,0.173,695,8,0,1,car,FL,0
935,33,43484,11,MORTGAGE,18126,60,10.85,0.487,736,8,2,0,car,WA,0
936,25,64917,3,MORTGAGE,24743,36,9.85,0.444,691,16,1,0,credit_card,CA,1
937,37,116824,13,OWN,48135,36,12.65,0.452,708,6,1,0,small_business,FL,0
938,66,42909,32,MORTGAGE,9942,60,4.24,0.284,657,2,0,1,home_improvement,VA,1
939,65,36559,20,RENT,12589,60,10.6,0.248,697,7,0,2,car,NY,0
940,61,84242,23,MORTGAGE,8528,60,5.91,0.046,679,3,0,0,small_business,WI,0
941,32,58719,10,MORTGAGE,16531,36,10.73,0.176,706,12,0,3,debt_consolidation,IN,1
942,67,32723,40,MORTGAGE,8700,36,8.63,0.152,680,5,0,0,small_business,VA,0
943,26,17935,2,OWN,4524,60,9.09,0.322,731,3,0,2,car,NJ,1
944,71,119754,35,RENT,24186,36,7.39,0.116,698,16,2,1,debt_consolidation,WI,0
945,67,129016,37,OWN,43410,36,9.38,0.238,668,11,0,2,debt_consolidation,OH,0
946,63,46292,10,MORTGAGE,9550,60,8.57,0.134,695,11,0,1,debt_consolidation,NJ,0
947,23,64276,2,OWN,8308,36,8.19,0.178,714,8,0,1,other,MI,0
948,52,55939,24,MORTGAGE,13982,36,11.24,0.291,744,4,2,3,credit_card,FL,1
949,37,63721,12,MORTGAGE,10395,36,10.05,0.249,645,13,0,3,debt_consolidation,GA,0
950,58,118625,22,MORTGAGE,14702,36,7.06,0.064,649,16,1,1,car,TN,0
951,35,64518,15,OWN,6738,36,5.28,0.1,674,6,0,0,debt_consolidation,MD,0
952,67,48176,38,OWN,19227,60,13.27,0.216,693,9,1,1,other,VA,1
953,35,60601,9,RENT,17239,60,7.56,0.31,717,0,0,0,home_improvement,FL,0
954,27,55875,4,MORTGAGE,18337,36,9.59,0.244,741,8,0,2,other,NC,0
955,60,74014,17,MORTGAGE,19075,36,11.9,0.186,709,5,0,0,small_business,PA,0
956,31,45393,9,MORTGAGE,16919,60,9.71,0.393,679,10,0,0,small_business,IN,0
957,39,37237,15,OWN,11259,36,7.47,0.377,682,1,1,0,credit_card,WI,1
958,51,133583,28,MORTGAGE,50648,36,11.62,0.41,686,5,0,0,car,WA,0
959,38,75467,17,MORTGAGE,20043,36,6.86,0.329,666,13,0,0,small_business,PA,1
960,45,79771,18,MORTGAGE,33676,36,13.99,0.427,739,6,1,1,car,MO,1
961,56,157781,16,OWN,67148,36,10.21,0.388,706,9,1,0,home_improvement,GA,0
962,72,52524,35,MORTGAGE,6855,36,11.52,0.036,611,12,0,0,car,MA,0
963,39,46920,8,OWN,1873,60,9.39,0.07,667,11,0,0,home_improvement,MA,0
964,37,62686,12,MORTGAGE,3862,60,4.64,0.112,737,6,0,2,credit_card,AZ,0
965,40,31192,12,MORTGAGE,2346,60,3.9,0.1,680,14,0,1,car,IN,1
966,21,32148,2,OWN,9198,60,8.96,0.188,683,14,0,1,debt_consolidation,GA,0
967,61,30441,35,RENT,11248,36,8.32,0.331,711,12,0,0,car,MA,0
968,34,70035,7,RENT,28157,36,9.99,0.223,657,9,1,0,home_improvement,NJ,1
969,58,23116,33,RENT,1000,60,3.0,0.076,664,8,0,0,other,FL,1
970,28,52617,4,MORTGAGE,24266,36,11.34,0.358,730,11,2,3,debt_consolidation,NY,1
971,20,47773,1,RENT,5821,36,9.29,0.183,723,8,3,1,debt_consolidation,FL,0
972,42,108818,10,RENT,15855,60,6.62,0.194,750,3,0,0,debt_consolidation,MI,0
973,56,42106,14,MORTGAGE,12321,36,9.86,0.323,667,13,0,0,car,IL,1
974,24,81684,5,RENT,27530,36,8.2,0.233,698,5,0,0,debt_consolidation,MI,0
975,21,77625,1,MORTGAGE,27153,36,9.14,0.368,628,12,1,1,credit_card,WA,1
976,54,74275,8,MORTGAGE,19678,36,7.44,0.237,713,12,0,2,debt_consolidation,IL,0
977,58,107525,34,RENT,5787,60,3.22,0.072,714,2,0,1,other,NY,0
978,40,20798,10,MORTGAGE,6865,60,12.18,0.444,644,10,0,0,credit_card,IN,1
979,56,63653,18,OTHER,7616,36,11.56,0.146,671,10,0,3,credit_card,MO,1
980,31,42757,5,MORTGAGE,18223,36,11.07,0.551,732,16,1,2,home_improvement,FL,1
981,54,42674,8,MORTGAGE,12668,36,8.17,0.201,699,5,0,0,debt_consolidation,MA,0
982,69,99801,17,RENT,27609,36,6.45,0.232,749,12,0,1,credit_card,NJ,0
983,73,38479,20,MORTGAGE,7618,36,7.11,0.182,674,5,1,2,credit_card,WI,0
984,75,36463,24,MORTGAGE,12940,36,8.3,0.251,739,8,0,0,debt_consolidation,NJ,0
985,34,95061,3,OWN,20589,36,6.81,0.343,755,6,0,0,car,OH,0
986,57,18865,16,MORTGAGE,5170,60,9.15,0.168,694,17,1,1,credit_card,MA,1
987,28,100992,4,OTHER,30870,36,8.42,0.272,717,12,0,2,credit_card,NC,1
988,24,29954,2,RENT,1475,36,6.99,0.017,706,4,0,1,car,MA,0
989,41,131799,9,MORTGAGE,18447,36,10.49,0.076,751,10,1,0,credit_card,TX,0
990,48,34866,25,RENT,9864,36,10.42,0.269,743,15,0,1,other,MI,0
991,25,69049,1,RENT,21857,60,4.59,0.251,686,10,0,1,other,TN,0
992,58,60412,16,RENT,14148,36,5.74,0.256,705,0,0,0,credit_card,WA,1
993,74,54638,23,RENT,19103,36,8.04,0.353,734,9,1,1,home_improvement,MI,0
994,45,67846,21,MORTGAGE,12331,60,7.05,0.184,728,8,0,0,debt_consolidation,FL,0
995,59,51587,21,OWN,13781,60,6.0,0.162,662,5,0,0,credit_card,PA,1
996,27,91230,2,OTHER,27421,36,9.27,0.28,749,6,0,1,other,WI,0
997,62,71641,29,OWN,30382,36,11.02,0.517,692,16,2,0,small_business,TN,1
998,38,21205,4,MORTGAGE,7849,60,13.6,0.208,654,8,0,1,debt_consolidation,TX,1
999,60,13363,13,MORTGAGE,1000,36,7.16,0.133,636,7,0,0,other,MA,1
1000,69,166004,34,RENT,22398,36,5.22,0.048,728,6,0,0,car,TN,0
